Depth (m),Temperature (°C)
2404.963,26.527
2405.218,26.631
2405.472,26.626
2405.726,26.600
2405.980,26.565
2406.234,26.591
2406.489,26.539
2406.743,26.282
2406.997,25.957
2407.251,25.751
2407.505,25.671
2407.760,25.442
2408.014,25.201
2408.268,25.085
2408.522,25.043
2408.776,24.936
2409.031,24.755
2409.285,24.702
2409.539,24.756
2409.793,24.704
2410.047,24.735
2410.302,24.907
2410.556,24.982
2410.810,25.072
2411.064,25.230
2411.318,25.359
2411.573,25.407
2411.827,25.552
2412.081,25.824
2412.335,25.994
2412.589,25.977
2412.844,26.056
2413.098,26.335
2413.352,26.588
2413.606,26.741
2413.860,26.666
2414.115,26.527
2414.369,26.354
2414.623,26.183
2414.877,26.101
2415.131,26.165
2415.386,26.246
2415.640,26.486
2415.894,26.766
2416.148,26.922
2416.402,26.834
2416.657,26.553
2416.911,26.191
2417.165,25.936
2417.419,25.745
2417.673,25.548
2417.928,25.396
2418.182,25.283
2418.436,25.270
2418.690,25.278
2418.944,25.213
2419.199,25.054
2419.453,24.945
2419.707,25.020
2419.961,25.123
2420.215,25.020
2420.470,24.823
2420.724,24.767
2420.978,24.671
2421.232,24.606
2421.486,24.632
2421.741,24.749
2421.995,24.899
2422.249,24.962
2422.503,25.069
2422.757,25.355
2423.012,25.640
2423.266,25.837
2423.520,25.984
2423.774,26.067
2424.028,26.106
2424.283,26.036
2424.537,26.006
2424.791,25.951
2425.045,25.785
2425.299,25.590
2425.553,25.406
2425.808,25.238
2426.062,25.159
2426.316,25.108
2426.570,24.923
2426.824,24.829
2427.079,24.862
2427.333,25.013
2427.587,25.181
2427.841,25.113
2428.095,25.087
2428.350,25.185
2428.604,25.121
2428.858,24.975
2429.112,24.908
2429.366,24.884
2429.621,25.016
2429.875,25.064
2430.129,24.901
2430.383,24.728
2430.637,24.771
2430.892,24.789
2431.146,24.792
2431.400,24.937
2431.654,24.953
2431.908,24.934
2432.163,25.077
2432.417,25.138
2432.671,25.054
2432.925,25.043
2433.179,25.016
2433.434,25.004
2433.688,25.008
2433.942,24.998
2434.196,24.979
2434.450,24.920
2434.705,24.847
2434.959,24.841
2435.213,25.023
2435.467,25.238
2435.721,25.209
2435.976,25.069
2436.230,25.088
2436.484,25.055
2436.738,24.931
2436.992,24.857
2437.247,24.906
2437.501,24.960
2437.755,25.054
2438.009,25.177
2438.263,25.186
2438.518,25.194
2438.772,25.185
2439.026,25.132
2439.280,25.169
2439.534,25.120
2439.789,24.825
2440.043,24.643
2440.297,24.660
2440.551,24.769
2440.805,24.832
2441.060,24.859
2441.314,24.743
2441.568,24.703
2441.822,24.740
2442.076,24.996
2442.331,25.261
2442.585,25.434
2442.839,25.656
2443.093,25.859
2443.347,25.918
2443.602,25.746
2443.856,25.470
2444.110,25.294
2444.364,25.099
2444.618,24.993
2444.873,25.022
2445.127,25.063
2445.381,25.023
2445.635,25.059
2445.889,25.107
2446.144,25.148
2446.398,25.106
2446.652,25.097
2446.906,25.065
2447.160,24.994
2447.415,24.997
2447.669,25.016
2447.923,24.966
2448.177,24.897
2448.431,24.796
2448.686,24.861
2448.940,24.954
2449.194,24.976
2449.448,25.025
2449.702,25.127
2449.957,25.147
2450.211,25.201
2450.465,25.222
2450.719,25.229
2450.973,25.273
2451.228,25.251
2451.482,25.241
2451.736,25.313
2451.990,25.436
2452.244,25.628
2452.499,25.602
2452.753,25.436
2453.007,25.349
2453.261,25.417
2453.515,25.478
2453.770,25.438
2454.024,25.357
2454.278,25.421
2454.532,25.447
2454.786,25.400
2455.041,25.428
2455.295,25.468
2455.549,25.435
2455.803,25.360
2456.057,25.276
2456.312,25.249
2456.566,25.167
2456.820,25.082
2457.074,25.041
2457.328,25.023
2457.583,25.048
2457.837,25.141
2458.091,25.169
2458.345,25.135
2458.599,25.252
2458.854,25.381
2459.108,25.298
2459.362,25.230
2459.616,25.218
2459.870,25.169
2460.125,25.174
2460.379,25.301
2460.633,25.391
2460.887,25.468
2461.141,25.677
2461.396,25.804
2461.650,25.789
2461.904,25.863
2462.158,26.053
2462.412,26.121
2462.667,26.346
2462.921,26.624
2463.175,26.796
2463.429,26.774
2463.683,26.766
2463.938,27.022
2464.192,27.030
2464.446,26.722
2464.700,26.441
2464.954,26.221
2465.209,25.980
2465.463,25.921
2465.717,25.889
2465.971,25.749
2466.225,25.549
2466.480,25.397
2466.734,25.391
2466.988,25.420
2467.242,25.384
2467.496,25.307
2467.751,25.331
2468.005,25.450
2468.259,25.552
2468.513,25.625
2468.767,25.556
2469.022,25.449
2469.276,25.314
2469.530,25.230
2469.784,25.185
2470.038,25.176
2470.293,25.245
2470.547,25.468
2470.801,25.699
2471.055,25.867
2471.309,25.944
2471.564,26.045
2471.818,26.035
2472.072,25.897
2472.326,25.832
2472.580,25.853
2472.835,25.931
2473.089,25.998
2473.343,25.970
2473.597,25.900
2473.851,25.807
2474.106,25.608
2474.360,25.434
2474.614,25.419
2474.868,25.366
2475.122,25.305
2475.377,25.212
2475.631,25.195
2475.885,25.208
2476.139,25.143
2476.393,25.100
2476.648,25.132
2476.902,25.172
2477.156,25.152
2477.410,25.057
2477.664,25.243
2477.919,25.679
2478.173,25.813
2478.427,25.497
2478.681,25.259
2478.935,25.199
2479.190,25.215
2479.444,25.264
2479.698,25.326
2479.952,25.262
2480.206,25.174
2480.461,25.172
2480.715,25.181
2480.969,25.204
2481.223,25.297
2481.477,25.467
2481.732,25.656
2481.986,25.760
2482.240,25.814
2482.494,25.996
2482.748,26.122
2483.003,26.167
2483.257,26.170
2483.511,25.980
2483.765,25.888
2484.019,25.870
2484.274,25.861
2484.528,25.801
2484.782,25.824
2485.036,25.832
2485.290,25.762
2485.545,25.760
2485.799,25.793
2486.053,25.749
2486.307,25.693
2486.561,25.727
2486.816,25.815
2487.070,25.853
2487.324,25.851
2487.578,25.936
2487.832,26.001
2488.087,25.808
2488.341,25.689
2488.595,25.656
2488.849,25.631
2489.103,25.663
2489.358,25.892
2489.612,26.059
2489.866,26.030
2490.120,25.972
2490.374,26.110
2490.629,26.280
2490.883,26.403
2491.137,26.557
2491.391,26.697
2491.645,26.636
2491.900,26.549
2492.154,26.525
2492.408,26.446
2492.662,26.286
2492.916,26.156
2493.171,25.888
2493.425,25.736
2493.679,25.798
2493.933,25.971
2494.187,26.104
2494.442,26.104
2494.696,26.102
2494.950,26.147
2495.204,26.181
2495.458,26.146
2495.712,26.145
2495.967,26.123
2496.221,26.000
2496.475,25.880
2496.729,25.796
2496.983,25.797
2497.238,25.911
2497.492,25.902
2497.746,25.814
2498.000,25.866
2498.254,25.853
2498.509,25.714
2498.763,25.679
2499.017,25.776
2499.271,25.777
2499.525,25.833
2499.780,26.158
2500.034,26.406
2500.288,26.563
2500.542,26.839
2500.796,27.152
2501.051,27.422
2501.305,27.555
2501.559,27.687
2501.813,27.765
2502.067,27.644
2502.322,27.312
2502.576,27.029
2502.830,26.790
2503.084,26.646
2503.338,26.467
2503.593,26.299
2503.847,26.162
2504.101,26.243
2504.355,26.312
2504.609,26.306
2504.864,26.358
2505.118,26.307
2505.372,26.276
2505.626,26.393
2505.880,26.498
2506.135,26.419
2506.389,26.318
2506.643,26.392
2506.897,26.638
2507.151,26.741
2507.406,26.520
2507.660,26.274
2507.914,26.260
2508.168,26.402
2508.422,26.458
2508.677,26.512
2508.931,26.542
2509.185,26.663
2509.439,26.883
2509.693,26.915
2509.948,26.906
2510.202,26.954
2510.456,26.959
2510.710,26.987
2510.964,27.069
2511.219,27.131
2511.473,27.075
2511.727,27.078
2511.981,27.157
2512.235,27.156
2512.490,27.150
2512.744,27.160
2512.998,27.069
2513.252,27.090
2513.506,27.082
2513.761,27.093
2514.015,27.209
2514.269,27.213
2514.523,27.199
2514.777,27.205
2515.032,27.165
2515.286,27.155
2515.540,27.077
2515.794,26.954
2516.048,26.985
2516.303,27.163
2516.557,27.398
2516.811,27.539
2517.065,27.404
2517.319,27.183
2517.574,27.080
2517.828,27.028
2518.082,27.036
2518.336,26.982
2518.590,26.899
2518.845,26.905
2519.099,26.949
2519.353,27.072
2519.607,27.128
2519.861,27.085
2520.116,27.065
2520.370,27.064
2520.624,26.944
2520.878,26.943
2521.132,26.998
2521.387,26.889
2521.641,26.851
2521.895,26.918
2522.149,27.003
2522.403,27.055
2522.658,27.053
2522.912,27.099
2523.166,27.071
2523.420,27.109
2523.674,27.208
2523.929,27.246
2524.183,27.074
2524.437,26.991
2524.691,26.934
2524.945,26.942
2525.200,27.014
2525.454,27.133
2525.708,27.216
2525.962,27.242
2526.216,27.279
2526.471,27.237
2526.725,27.133
2526.979,27.051
2527.233,26.975
2527.487,26.966
2527.742,26.952
2527.996,26.920
2528.250,26.837
2528.504,26.688
2528.758,26.561
2529.013,26.465
2529.267,26.405
2529.521,26.438
2529.775,26.479
2530.029,26.481
2530.284,26.433
2530.538,26.443
2530.792,26.476
2531.046,26.471
2531.300,26.413
2531.555,26.465
2531.809,26.533
2532.063,26.669
2532.317,26.717
2532.571,26.624
2532.826,26.429
2533.080,26.397
2533.334,26.466
2533.588,26.536
2533.842,26.562
2534.097,26.549
2534.351,26.551
2534.605,26.526
2534.859,26.497
2535.113,26.500
2535.368,26.611
2535.622,26.821
2535.876,26.992
2536.130,26.954
2536.384,26.777
2536.639,26.582
2536.893,26.459
2537.147,26.429
2537.401,26.548
2537.655,26.759
2537.910,26.761
2538.164,26.659
2538.418,26.612
2538.672,26.738
2538.926,26.847
2539.181,26.893
2539.435,26.812
2539.689,26.885
2539.943,26.980
2540.197,27.002
2540.452,26.939
2540.706,26.893
2540.960,26.983
2541.214,26.993
2541.468,26.921
2541.723,26.925
2541.977,26.855
2542.231,26.796
2542.485,26.854
2542.739,26.875
2542.994,26.807
2543.248,26.766
2543.502,26.697
2543.756,26.613
2544.010,26.675
2544.265,26.681
2544.519,26.556
2544.773,26.522
2545.027,26.590
2545.281,26.741
2545.536,26.918
2545.790,27.020
2546.044,26.868
2546.298,26.660
2546.552,26.659
2546.807,26.735
2547.061,26.796
2547.315,26.886
2547.569,26.759
2547.823,26.683
2548.078,26.675
2548.332,26.701
2548.586,26.738
2548.840,26.736
2549.094,26.790
2549.349,26.906
2549.603,26.952
2549.857,27.036
2550.111,27.061
2550.365,27.028
2550.620,26.995
2550.874,26.891
2551.128,26.899
2551.382,26.990
2551.636,26.953
2551.891,26.935
2552.145,27.023
2552.399,27.057
2552.653,27.058
2552.907,27.078
2553.162,27.129
2553.416,27.192
2553.670,27.285
2553.924,27.288
2554.178,27.227
2554.433,27.199
2554.687,27.243
2554.941,27.548
2555.195,27.875
2555.449,27.995
2555.704,27.787
2555.958,27.602
2556.212,27.598
2556.466,27.649
2556.720,27.656
2556.975,27.713
2557.229,27.907
2557.483,28.149
2557.737,28.205
2557.991,28.195
2558.246,28.365
2558.500,28.537
2558.754,28.584
2559.008,28.694
2559.262,28.965
2559.517,29.012
2559.771,28.990
2560.025,29.221
2560.279,29.379
2560.533,29.378
2560.788,29.160
2561.042,28.939
2561.296,28.851
2561.550,28.781
2561.804,28.643
2562.059,28.560
2562.313,28.435
2562.567,28.297
2562.821,28.291
2563.075,28.208
2563.330,28.180
2563.584,28.185
2563.838,28.104
2564.092,27.952
2564.346,27.894
2564.601,28.074
2564.855,28.260
2565.109,28.270
2565.363,28.159
2565.617,28.001
2565.871,27.816
2566.126,27.696
2566.380,27.768
2566.634,27.860
2566.888,27.790
2567.142,27.762
2567.397,27.805
2567.651,27.750
2567.905,27.609
2568.159,27.564
2568.413,27.587
2568.668,27.510
2568.922,27.402
2569.176,27.340
2569.430,27.324
2569.684,27.344
2569.939,27.264
2570.193,27.297
2570.447,27.280
2570.701,27.126
2570.955,26.965
2571.210,26.961
2571.464,26.915
2571.718,26.941
2571.972,27.127
2572.226,27.181
2572.481,27.170
2572.735,27.193
2572.989,27.157
2573.243,27.163
2573.497,27.168
2573.752,27.237
2574.006,27.290
2574.260,27.366
2574.514,27.334
2574.768,27.151
2575.023,27.031
2575.277,27.126
2575.531,27.249
2575.785,27.261
2576.039,27.292
2576.294,27.236
2576.548,27.289
2576.802,27.338
2577.056,27.308
2577.310,27.407
2577.565,27.532
2577.819,27.563
2578.073,27.480
2578.327,27.376
2578.581,27.301
2578.836,27.292
2579.090,27.244
2579.344,27.255
2579.598,27.258
2579.852,27.166
2580.107,27.133
2580.361,27.067
2580.615,27.137
2580.869,27.050
2581.123,26.954
2581.378,26.952
2581.632,26.974
2581.886,27.028
2582.140,27.071
2582.394,27.040
2582.649,27.012
2582.903,27.153
2583.157,27.276
2583.411,27.239
2583.665,27.262
2583.920,27.508
2584.174,27.624
2584.428,27.590
2584.682,27.525
2584.936,27.459
2585.191,27.497
2585.445,27.383
2585.699,27.291
2585.953,27.433
2586.207,27.426
2586.462,27.351
2586.716,27.299
2586.970,27.248
2587.224,27.286
2587.478,27.322
2587.733,27.133
2587.987,27.089
2588.241,27.278
2588.495,27.279
2588.749,27.253
2589.004,27.234
2589.258,27.222
2589.512,27.166
2589.766,27.153
2590.020,27.161
2590.275,27.204
2590.529,27.379
2590.783,27.443
2591.037,27.461
2591.291,27.457
2591.546,27.356
2591.800,27.297
2592.054,27.274
2592.308,27.213
2592.562,27.147
2592.817,27.130
2593.071,27.136
2593.325,27.192
2593.579,27.346
2593.833,27.511
2594.088,27.529
2594.342,27.344
2594.596,27.226
2594.850,27.102
2595.104,27.148
2595.359,27.215
2595.613,27.261
2595.867,27.346
2596.121,27.302
2596.375,27.384
2596.630,27.578
2596.884,27.627
2597.138,27.596
2597.392,27.802
2597.646,27.962
2597.901,27.895
2598.155,27.906
2598.409,27.872
2598.663,27.598
2598.917,27.443
2599.172,27.379
2599.426,27.214
2599.680,27.130
2599.934,27.144
2600.188,27.202
2600.443,27.197
2600.697,27.226
2600.951,27.253
2601.205,27.249
2601.459,27.329
2601.714,27.286
2601.968,27.270
2602.222,27.260
2602.476,27.128
2602.730,27.019
2602.985,27.089
2603.239,27.267
2603.493,27.551
2603.747,27.654
2604.001,27.583
2604.256,27.448
2604.510,27.280
2604.764,27.068
2605.018,27.081
2605.272,27.298
2605.527,27.341
2605.781,27.338
2606.035,27.261
2606.289,27.197
2606.543,27.341
2606.798,27.490
2607.052,27.554
2607.306,27.674
2607.560,27.762
2607.814,27.787
2608.069,27.737
2608.323,27.701
2608.577,27.669
2608.831,27.711
2609.085,27.644
2609.340,27.591
2609.594,27.585
2609.848,27.554
2610.102,27.409
2610.356,27.460
2610.611,27.627
2610.865,27.672
2611.119,27.587
2611.373,27.549
2611.627,27.461
2611.882,27.375
2612.136,27.381
2612.390,27.474
2612.644,27.620
2612.898,27.688
2613.153,27.828
2613.407,27.916
2613.661,27.910
2613.915,27.961
2614.169,27.888
2614.424,27.797
2614.678,27.906
2614.932,28.062
2615.186,28.094
2615.440,28.077
2615.695,28.135
2615.949,28.304
2616.203,28.384
2616.457,28.390
2616.711,28.279
2616.966,28.344
2617.220,28.633
2617.474,28.912
2617.728,28.849
2617.982,28.766
2618.237,28.928
2618.491,29.198
2618.745,29.430
2618.999,29.408
2619.253,29.334
2619.508,29.083
2619.762,28.724
2620.016,28.486
2620.270,28.299
2620.524,28.106
2620.779,27.941
2621.033,27.935
2621.287,27.931
2621.541,27.806
2621.795,27.568
2622.050,27.512
2622.304,27.504
2622.558,27.610
2622.812,27.861
2623.066,27.889
2623.321,27.735
2623.575,27.689
2623.829,27.613
2624.083,27.616
2624.337,27.634
2624.592,27.611
2624.846,27.633
2625.100,27.754
2625.354,27.857
2625.608,27.854
2625.863,27.765
2626.117,27.748
2626.371,27.841
2626.625,27.859
2626.879,27.822
2627.134,27.916
2627.388,28.021
2627.642,27.917
2627.896,27.914
2628.150,27.891
2628.405,27.902
2628.659,27.904
2628.913,27.871
2629.167,27.946
2629.421,27.957
2629.676,27.888
2629.930,27.900
2630.184,27.974
2630.438,27.911
2630.692,27.890
2630.947,27.996
2631.201,27.986
2631.455,27.958
2631.709,28.074
2631.963,28.051
2632.218,27.937
2632.472,28.029
2632.726,28.246
2632.980,28.192
2633.234,28.017
2633.489,27.933
2633.743,27.847
2633.997,27.693
2634.251,27.709
2634.505,27.926
2634.760,28.094
2635.014,28.131
2635.268,28.242
2635.522,28.417
2635.776,28.548
2636.030,28.802
2636.285,29.021
2636.539,29.182
2636.793,29.409
2637.047,29.561
2637.301,29.587
2637.556,29.592
2637.810,29.592
2638.064,29.396
2638.318,29.207
2638.572,28.976
2638.827,28.694
2639.081,28.322
2639.335,28.112
2639.589,28.102
2639.843,28.074
2640.098,27.902
2640.352,27.940
2640.606,28.052
2640.860,28.059
2641.114,27.878
2641.369,27.781
2641.623,27.812
2641.877,28.050
2642.131,28.221
2642.385,28.245
2642.640,28.128
2642.894,27.945
2643.148,27.803
2643.402,27.666
2643.656,27.612
2643.911,27.653
2644.165,27.860
2644.419,28.015
2644.673,27.990
2644.927,28.135
2645.182,28.431
2645.436,28.733
2645.690,29.103
2645.944,29.482
2646.198,29.482
2646.453,29.323
2646.707,29.220
2646.961,29.303
2647.215,29.352
2647.469,29.150
2647.724,28.767
2647.978,28.561
2648.232,28.477
2648.486,28.349
2648.740,28.227
2648.995,28.008
2649.249,27.976
2649.503,28.105
2649.757,28.024
2650.011,27.892
2650.266,27.911
2650.520,27.976
2650.774,27.945
2651.028,28.013
2651.282,28.150
2651.537,28.314
2651.791,28.485
2652.045,28.599
2652.299,28.593
2652.553,28.516
2652.808,28.447
2653.062,28.481
2653.316,28.483
2653.570,28.532
2653.824,28.646
2654.079,28.778
2654.333,28.947
2654.587,28.969
2654.841,28.892
2655.095,28.865
2655.350,28.880
2655.604,28.938
2655.858,29.073
2656.112,28.996
2656.366,28.866
2656.621,28.859
2656.875,28.922
2657.129,28.933
2657.383,28.886
2657.637,28.846
2657.892,28.865
2658.146,28.813
2658.400,28.709
2658.654,28.699
2658.908,28.610
2659.163,28.521
2659.417,28.431
2659.671,28.326
2659.925,28.310
2660.179,28.400
2660.434,28.347
2660.688,28.360
2660.942,28.341
2661.196,28.279
2661.450,28.353
2661.705,28.353
2661.959,28.293
2662.213,28.225
2662.467,28.250
2662.721,28.239
2662.976,28.204
2663.230,28.245
2663.484,28.178
2663.738,28.234
2663.992,28.362
2664.247,28.436
2664.501,28.402
2664.755,28.423
2665.009,28.415
2665.263,28.305
2665.518,28.167
2665.772,28.140
2666.026,28.228
2666.280,28.231
2666.534,28.128
2666.789,28.151
2667.043,28.238
2667.297,28.234
2667.551,28.241
2667.805,28.331
2668.060,28.351
2668.314,28.268
2668.568,28.303
2668.822,28.411
2669.076,28.219
2669.331,28.213
2669.585,28.291
2669.839,28.293
2670.093,28.287
2670.347,28.426
2670.602,28.397
2670.856,28.321
2671.110,28.286
2671.364,28.482
2671.618,28.628
2671.873,28.441
2672.127,28.301
2672.381,28.351
2672.635,28.318
2672.889,28.248
2673.144,28.053
2673.398,27.937
2673.652,28.119
2673.906,28.295
2674.160,28.300
2674.415,28.248
2674.669,28.305
2674.923,28.471
2675.177,28.566
2675.431,28.522
2675.686,28.494
2675.940,28.396
2676.194,28.362
2676.448,28.600
2676.702,28.776
2676.957,28.775
2677.211,28.810
2677.465,28.825
2677.719,28.729
2677.973,28.661
2678.228,28.692
2678.482,28.787
2678.736,28.763
2678.990,28.648
2679.244,28.597
2679.499,28.643
2679.753,28.637
2680.007,28.695
2680.261,28.580
2680.515,28.455
2680.770,28.591
2681.024,28.933
2681.278,28.939
2681.532,28.640
2681.786,28.408
2682.041,28.377
2682.295,28.454
2682.549,28.496
2682.803,28.435
2683.057,28.510
2683.312,28.699
2683.566,28.744
2683.820,28.757
2684.074,28.847
2684.328,28.854
2684.583,29.032
2684.837,29.159
2685.091,29.157
2685.345,29.269
2685.599,29.630
2685.854,29.908
2686.108,30.086
2686.362,30.139
2686.616,30.039
2686.870,29.957
2687.125,29.726
2687.379,29.354
2687.633,29.002
2687.887,28.879
2688.141,28.754
2688.396,28.605
2688.650,28.597
2688.904,28.602
2689.158,28.662
2689.412,28.638
2689.667,28.551
2689.921,28.504
2690.175,28.525
2690.429,28.680
2690.683,28.901
2690.938,28.896
2691.192,28.697
2691.446,28.597
2691.700,28.576
2691.954,28.572
2692.209,28.567
2692.463,28.565
2692.717,28.631
2692.971,28.688
2693.225,28.555
2693.480,28.432
2693.734,28.589
2693.988,28.720
2694.242,28.703
2694.496,28.677
2694.751,28.762
2695.005,28.776
2695.259,28.644
2695.513,28.543
2695.767,28.586
2696.022,28.585
2696.276,28.739
2696.530,28.808
2696.784,28.860
2697.038,28.885
2697.293,28.840
2697.547,28.870
2697.801,28.963
2698.055,29.000
2698.309,29.052
2698.564,29.064
2698.818,28.970
2699.072,29.034
2699.326,29.011
2699.580,29.034
2699.835,29.240
2700.089,29.499
2700.343,29.613
2700.597,29.523
2700.851,29.426
2701.106,29.383
2701.360,29.318
2701.614,29.343
2701.868,29.472
2702.122,29.526
2702.377,29.461
2702.631,29.417
2702.885,29.577
2703.139,29.537
2703.393,29.398
2703.648,29.501
2703.902,29.557
2704.156,29.578
2704.410,29.596
2704.664,29.593
2704.919,29.633
2705.173,29.649
2705.427,29.593
2705.681,29.595
2705.935,29.591
2706.189,29.524
2706.444,29.476
2706.698,29.579
2706.952,29.586
2707.206,29.446
2707.460,29.445
2707.715,29.501
2707.969,29.427
2708.223,29.229
2708.477,29.219
2708.731,29.102
2708.986,29.054
2709.240,29.180
2709.494,29.237
2709.748,29.244
2710.002,29.248
2710.257,29.080
2710.511,29.004
2710.765,29.020
2711.019,29.017
2711.273,29.009
2711.528,29.018
2711.782,28.990
2712.036,28.957
2712.290,29.057
2712.544,29.185
2712.799,29.351
2713.053,29.454
2713.307,29.655
2713.561,30.005
2713.815,30.362
2714.070,30.553
2714.324,30.426
2714.578,30.321
2714.832,30.355
2715.086,30.323
2715.341,30.313
2715.595,30.340
2715.849,30.413
2716.103,30.407
2716.357,30.257
2716.612,30.017
2716.866,29.805
2717.120,29.563
2717.374,29.366
2717.628,29.377
2717.883,29.334
2718.137,29.228
2718.391,29.201
2718.645,29.191
2718.899,29.288
2719.154,29.308
2719.408,29.414
2719.662,29.630
2719.916,29.723
2720.170,29.723
2720.425,29.742
2720.679,29.854
2720.933,29.925
2721.187,29.960
2721.441,29.981
2721.696,30.038
2721.950,30.144
2722.204,30.346
2722.458,30.470
2722.712,30.562
2722.967,30.694
2723.221,30.763
2723.475,30.840
2723.729,30.967
2723.983,30.936
2724.238,30.897
2724.492,31.023
2724.746,31.135
2725.000,30.971
2725.254,30.765
2725.509,30.790
2725.763,30.884
2726.017,30.723
2726.271,30.590
2726.525,30.681
2726.780,30.757
2727.034,30.680
2727.288,30.635
2727.542,30.702
2727.796,30.924
2728.051,30.979
2728.305,30.938
2728.559,30.919
2728.813,31.019
2729.067,30.989
2729.322,30.885
2729.576,30.859
2729.830,30.903
2730.084,30.996
2730.338,31.091
2730.593,31.093
2730.847,31.048
2731.101,30.981
2731.355,30.929
2731.609,30.930
2731.864,30.995
2732.118,31.009
2732.372,30.987
2732.626,30.946
2732.880,30.953
2733.135,30.947
2733.389,31.053
2733.643,31.075
2733.897,31.047
2734.151,31.031
2734.406,31.090
2734.660,31.109
2734.914,31.073
2735.168,30.989
2735.422,31.032
2735.677,31.139
2735.931,31.091
2736.185,30.980
2736.439,31.036
2736.693,31.109
2736.948,31.171
2737.202,31.109
2737.456,31.072
2737.710,31.102
2737.964,31.140
2738.219,31.128
2738.473,31.045
2738.727,31.015
2738.981,31.076
2739.235,31.108
2739.490,31.273
2739.744,31.339
2739.998,31.240
2740.252,31.235
2740.506,31.222
2740.761,31.176
2741.015,31.240
2741.269,31.347
2741.523,31.245
2741.777,31.149
2742.032,31.197
2742.286,31.305
2742.540,31.367
2742.794,31.310
2743.048,31.310
2743.303,31.378
2743.557,31.308
2743.811,31.258
2744.065,31.304
2744.319,31.226
2744.574,31.263
2744.828,31.247
2745.082,31.296
2745.336,31.410
2745.590,31.403
2745.845,31.430
2746.099,31.451
2746.353,31.363
2746.607,31.402
2746.861,31.386
2747.116,31.335
2747.370,31.427
2747.624,31.491
2747.878,31.452
2748.132,31.413
2748.387,31.397
2748.641,31.499
2748.895,31.535
2749.149,31.537
2749.403,31.450
2749.658,31.420
2749.912,31.502
2750.166,31.461
2750.420,31.399
2750.674,31.471
2750.929,31.504
2751.183,31.550
2751.437,31.536
2751.691,31.564
2751.945,31.624
2752.200,31.527
2752.454,31.484
2752.708,31.504
2752.962,31.436
2753.216,31.379
2753.471,31.519
2753.725,31.659
2753.979,31.642
2754.233,31.579
2754.487,31.546
2754.742,31.576
2754.996,31.584
2755.250,31.579
2755.504,31.525
2755.758,31.526
2756.013,31.520
2756.267,31.597
2756.521,31.525
2756.775,31.589
2757.029,31.741
2757.284,31.703
2757.538,31.674
2757.792,31.654
2758.046,31.683
2758.300,31.707
2758.555,31.817
2758.809,31.849
2759.063,31.818
2759.317,31.810
2759.571,31.801
2759.826,31.709
2760.080,31.627
2760.334,31.712
2760.588,31.811
2760.842,31.777
2761.097,31.704
2761.351,31.701
2761.605,31.830
2761.859,31.821
2762.113,31.700
2762.368,31.645
2762.622,31.689
2762.876,31.771
2763.130,31.777
2763.384,31.800
2763.639,31.818
2763.893,31.750
2764.147,31.732
2764.401,31.775
2764.655,31.863
2764.910,31.916
2765.164,31.824
2765.418,31.887
2765.672,31.942
2765.926,31.881
2766.181,31.916
2766.435,31.983
2766.689,31.845
2766.943,31.774
2767.197,31.759
2767.452,31.916
2767.706,32.052
2767.960,32.047
2768.214,32.038
2768.468,31.939
2768.723,32.050
2768.977,32.144
2769.231,31.994
2769.485,31.934
2769.739,31.950
2769.994,31.943
2770.248,31.966
2770.502,32.066
2770.756,32.140
2771.010,32.134
2771.265,32.040
2771.519,32.070
2771.773,32.156
2772.027,32.104
2772.281,31.973
2772.536,31.885
2772.790,32.040
2773.044,32.060
2773.298,32.085
2773.552,32.091
2773.807,32.037
2774.061,32.069
2774.315,32.171
2774.569,32.161
2774.823,32.106
2775.078,32.180
2775.332,32.193
2775.586,32.215
2775.840,32.161
2776.094,32.198
2776.348,32.330
2776.603,32.317
2776.857,32.111
2777.111,32.092
2777.365,32.235
2777.619,32.238
2777.874,32.216
2778.128,32.239
2778.382,32.208
2778.636,32.158
2778.890,32.176
2779.145,32.198
2779.399,32.273
2779.653,32.327
2779.907,32.288
2780.161,32.235
2780.416,32.181
2780.670,32.143
2780.924,32.206
2781.178,32.464
2781.432,32.481
2781.687,32.335
2781.941,32.411
2782.195,32.461
2782.449,32.302
2782.703,32.367
2782.958,32.536
2783.212,32.475
2783.466,32.305
2783.720,32.309
2783.974,32.396
2784.229,32.512
2784.483,32.593
2784.737,32.597
2784.991,32.475
2785.245,32.351
2785.500,32.277
2785.754,32.423
2786.008,32.531
2786.262,32.510
2786.516,32.448
2786.771,32.623
2787.025,32.710
2787.279,32.534
2787.533,32.392
2787.787,32.460
2788.042,32.556
2788.296,32.497
2788.550,32.434
2788.804,32.468
2789.058,32.493
2789.313,32.543
2789.567,32.476
2789.821,32.400
2790.075,32.371
2790.329,32.547
2790.584,32.614
2790.838,32.446
2791.092,32.418
2791.346,32.444
2791.600,32.461
2791.855,32.468
2792.109,32.545
2792.363,32.616
2792.617,32.674
2792.871,32.659
2793.126,32.695
2793.380,32.643
2793.634,32.586
2793.888,32.574
2794.142,32.584
2794.397,32.628
2794.651,32.634
2794.905,32.667
2795.159,32.703
2795.413,32.758
2795.668,32.763
2795.922,32.771
2796.176,32.713
2796.430,32.641
2796.684,32.673
2796.939,32.543
2797.193,32.569
2797.447,32.661
2797.701,32.746
2797.955,32.763
2798.210,32.740
2798.464,32.691
2798.718,32.795
2798.972,32.838
2799.226,32.730
2799.481,32.648
