Depth (m),Temperature (°C)
4240.028,60.848
4240.282,61.103
4240.536,61.130
4240.791,60.999
4241.045,61.016
4241.299,61.189
4241.553,61.389
4241.807,61.132
4242.062,60.890
4242.316,60.939
4242.570,60.972
4242.824,60.825
4243.078,60.725
4243.333,60.902
4243.587,60.873
4243.841,60.738
4244.095,60.799
4244.349,61.079
4244.604,61.145
4244.858,60.987
4245.112,60.822
4245.366,60.713
4245.620,60.775
4245.875,60.777
4246.129,60.726
4246.383,60.598
4246.637,60.601
4246.891,60.940
4247.146,61.174
4247.400,60.969
4247.654,60.761
4247.908,60.868
4248.162,60.837
4248.417,60.674
4248.671,60.783
4248.925,60.924
4249.179,60.928
4249.433,60.958
4249.688,60.968
4249.942,60.901
4250.196,60.764
4250.450,60.683
4250.704,60.734
4250.958,60.860
4251.213,60.954
4251.467,61.031
4251.721,60.897
4251.975,60.796
4252.229,60.935
4252.484,60.821
4252.738,60.606
4252.992,60.590
4253.246,60.759
4253.500,60.805
4253.755,60.755
4254.009,60.884
4254.263,60.928
4254.517,60.910
4254.771,61.059
4255.026,60.980
4255.280,60.848
4255.534,60.864
4255.788,60.798
4256.042,60.798
4256.297,60.803
4256.551,60.653
4256.805,60.678
4257.059,60.712
4257.313,60.827
4257.568,61.008
4257.822,61.047
4258.076,61.063
4258.330,60.941
4258.584,60.846
4258.839,60.749
4259.093,60.822
4259.347,61.030
4259.601,61.150
4259.855,61.242
4260.110,61.154
4260.364,60.974
4260.618,60.927
4260.872,60.955
4261.126,61.075
4261.381,61.092
4261.635,61.182
4261.889,61.111
4262.143,60.824
4262.397,60.833
4262.652,60.994
4262.906,61.112
4263.160,60.996
4263.414,60.684
4263.668,60.600
4263.923,60.758
4264.177,60.860
4264.431,60.709
4264.685,60.701
4264.939,60.803
4265.194,60.961
4265.448,60.878
4265.702,60.809
4265.956,60.874
4266.210,60.846
4266.465,60.725
4266.719,60.797
4266.973,60.975
4267.227,61.062
4267.481,61.042
4267.736,60.761
4267.990,60.712
4268.244,61.037
4268.498,61.272
4268.752,61.115
4269.007,61.036
4269.261,61.190
4269.515,60.948
4269.769,60.646
4270.023,60.625
4270.278,60.530
4270.532,60.598
4270.786,60.886
4271.040,61.002
4271.294,60.931
4271.549,60.962
4271.803,60.956
4272.057,60.774
4272.311,60.800
4272.565,60.936
4272.820,60.993
4273.074,60.948
4273.328,60.838
4273.582,60.777
4273.836,60.845
4274.091,60.936
4274.345,61.071
4274.599,61.170
4274.853,61.054
4275.107,60.949
4275.362,60.831
4275.616,60.633
4275.870,60.892
4276.124,61.064
4276.378,60.881
4276.633,60.832
4276.887,61.053
4277.141,61.061
4277.395,60.880
4277.649,60.893
4277.904,60.967
4278.158,61.185
4278.412,61.110
4278.666,60.868
4278.920,60.791
4279.175,60.759
4279.429,61.069
4279.683,61.073
4279.937,60.848
4280.191,60.760
4280.446,60.864
4280.700,61.211
4280.954,61.224
4281.208,60.813
4281.462,60.719
4281.717,60.681
4281.971,60.645
4282.225,60.556
4282.479,60.726
4282.733,60.768
4282.988,60.732
4283.242,60.779
4283.496,60.761
4283.750,60.648
4284.004,60.665
4284.259,60.818
4284.513,60.855
4284.767,60.807
4285.021,60.764
4285.275,60.726
4285.530,60.883
4285.784,60.824
4286.038,60.939
4286.292,61.165
4286.546,61.024
4286.801,60.775
4287.055,60.740
4287.309,60.855
4287.563,60.960
4287.817,60.894
4288.072,60.811
4288.326,60.919
4288.580,61.100
4288.834,61.069
4289.088,61.207
4289.343,61.185
4289.597,60.883
4289.851,60.897
4290.105,60.914
4290.359,60.809
4290.614,60.735
4290.868,60.676
4291.122,60.723
4291.376,60.896
4291.630,60.927
4291.885,60.967
4292.139,61.204
4292.393,61.416
4292.647,61.171
4292.901,60.737
4293.156,60.539
4293.410,60.804
4293.664,61.081
4293.918,61.137
4294.172,61.150
4294.427,61.060
4294.681,60.980
4294.935,60.923
4295.189,60.979
4295.443,61.074
4295.698,61.075
4295.952,61.177
4296.206,61.017
4296.460,60.869
4296.714,61.065
4296.969,61.313
4297.223,61.026
4297.477,60.651
4297.731,60.692
4297.985,60.903
4298.240,61.070
4298.494,61.061
4298.748,61.044
4299.002,61.069
4299.256,61.147
4299.511,61.181
4299.765,61.060
4300.019,60.883
4300.273,60.917
4300.527,60.974
4300.782,60.885
4301.036,60.899
4301.290,61.038
4301.544,61.147
4301.798,61.184
4302.053,61.078
4302.307,60.933
4302.561,60.940
4302.815,61.064
4303.069,61.115
4303.324,61.025
4303.578,60.928
4303.832,60.952
4304.086,61.034
4304.340,61.033
4304.595,60.916
4304.849,60.963
4305.103,60.886
4305.357,60.761
4305.611,60.736
4305.866,60.911
4306.120,60.933
4306.374,60.918
4306.628,61.035
4306.882,61.056
4307.137,60.997
4307.391,60.854
4307.645,60.870
4307.899,61.050
4308.153,61.286
4308.408,61.326
4308.662,61.068
4308.916,60.809
4309.170,60.920
4309.424,60.974
4309.679,60.859
4309.933,60.978
4310.187,61.130
4310.441,61.025
4310.695,60.820
4310.950,60.876
4311.204,61.039
4311.458,61.186
4311.712,61.137
4311.966,61.041
4312.221,60.875
4312.475,60.846
4312.729,60.833
4312.983,60.835
4313.237,60.939
4313.492,60.976
4313.746,60.810
4314.000,60.689
4314.254,60.788
4314.508,60.848
4314.763,60.832
4315.017,60.796
4315.271,60.735
4315.525,60.776
4315.779,60.973
4316.034,61.112
4316.288,61.205
4316.542,61.116
4316.796,61.065
4317.050,61.037
4317.305,60.946
4317.559,61.052
4317.813,61.064
4318.067,61.054
4318.321,61.020
4318.576,61.023
4318.830,61.063
4319.084,61.034
4319.338,61.153
4319.592,61.304
4319.847,61.313
4320.101,61.066
4320.355,60.906
4320.609,60.902
4320.863,60.956
4321.117,60.987
4321.372,61.002
4321.626,60.993
4321.880,60.973
4322.134,60.946
4322.388,60.971
4322.643,60.993
4322.897,61.071
4323.151,61.161
4323.405,61.077
4323.659,61.083
4323.914,61.114
4324.168,61.137
4324.422,61.091
4324.676,61.103
4324.930,61.076
4325.185,60.880
4325.439,60.803
4325.693,60.836
4325.947,60.992
4326.201,61.125
4326.456,61.046
4326.710,60.924
4326.964,61.064
4327.218,61.188
4327.472,61.057
4327.727,61.059
4327.981,60.845
4328.235,60.791
4328.489,60.760
4328.743,60.902
4328.998,60.921
4329.252,61.096
4329.506,61.142
4329.760,61.126
4330.014,61.217
4330.269,61.246
4330.523,61.092
4330.777,61.019
4331.031,60.839
4331.285,60.914
4331.540,60.972
4331.794,60.866
4332.048,60.910
4332.302,61.006
4332.556,61.047
4332.811,61.314
4333.065,61.270
4333.319,61.114
4333.573,61.187
4333.827,61.255
4334.082,61.130
4334.336,60.980
4334.590,61.096
4334.844,61.023
4335.098,60.976
4335.353,60.997
4335.607,60.916
4335.861,60.827
4336.115,60.810
4336.369,60.844
4336.624,60.854
4336.878,61.144
4337.132,61.198
4337.386,60.903
4337.640,60.903
4337.895,60.967
4338.149,60.985
4338.403,60.945
4338.657,61.090
4338.911,61.132
4339.166,60.943
4339.420,60.922
4339.674,61.020
4339.928,61.121
4340.182,61.150
4340.437,61.141
4340.691,61.269
4340.945,61.239
4341.199,60.892
4341.453,60.968
4341.708,61.093
4341.962,60.919
4342.216,60.933
4342.470,61.313
4342.724,61.248
4342.979,61.018
4343.233,60.917
4343.487,60.963
4343.741,60.964
4343.995,61.004
4344.250,61.239
4344.504,61.388
4344.758,61.009
4345.012,60.964
4345.266,61.226
4345.521,61.024
4345.775,60.917
4346.029,61.085
4346.283,61.205
4346.537,61.123
4346.792,60.934
4347.046,60.772
4347.300,60.765
4347.554,60.921
4347.808,60.972
4348.063,61.035
4348.317,61.000
4348.571,60.937
4348.825,60.898
4349.079,61.055
4349.334,61.127
4349.588,61.096
4349.842,60.984
4350.096,60.936
4350.350,60.738
4350.605,60.652
4350.859,60.838
4351.113,61.071
4351.367,61.030
4351.621,60.975
4351.876,60.833
4352.130,61.002
4352.384,61.128
4352.638,60.947
4352.892,60.774
4353.147,60.958
4353.401,61.011
4353.655,60.919
4353.909,61.066
4354.163,61.272
4354.418,61.269
4354.672,61.159
4354.926,61.230
4355.180,61.186
4355.434,61.177
4355.689,61.083
4355.943,60.934
4356.197,60.855
4356.451,60.992
4356.705,60.955
4356.960,60.773
4357.214,60.676
4357.468,60.580
4357.722,60.620
4357.976,60.651
4358.231,60.749
4358.485,60.890
4358.739,60.875
4358.993,60.778
4359.247,60.896
4359.502,61.190
4359.756,61.231
4360.010,61.031
4360.264,60.898
4360.518,60.942
4360.773,60.804
4361.027,60.732
4361.281,60.935
4361.535,60.995
4361.789,61.085
4362.044,60.845
4362.298,60.727
4362.552,60.993
4362.806,61.169
4363.060,60.897
4363.315,60.711
4363.569,60.803
4363.823,60.960
4364.077,61.074
4364.331,61.155
4364.586,61.277
4364.840,61.263
4365.094,61.320
4365.348,61.267
4365.602,61.136
4365.857,61.081
4366.111,60.933
4366.365,60.874
4366.619,60.861
4366.873,60.876
4367.128,61.046
4367.382,61.150
4367.636,61.024
4367.890,60.916
4368.144,60.750
4368.399,60.741
4368.653,60.783
4368.907,60.875
4369.161,61.212
4369.415,61.183
4369.670,61.010
4369.924,61.002
4370.178,60.973
4370.432,61.179
4370.686,61.106
4370.941,60.985
4371.195,61.134
4371.449,61.232
4371.703,61.163
4371.957,61.157
4372.212,61.175
4372.466,61.200
4372.720,61.319
4372.974,61.219
4373.228,61.040
4373.483,61.121
4373.737,61.155
4373.991,61.255
4374.245,61.114
4374.499,61.137
4374.754,61.213
4375.008,61.165
4375.262,61.038
4375.516,60.965
4375.770,61.023
4376.025,61.034
4376.279,61.115
4376.533,61.212
4376.787,61.118
4377.041,60.933
4377.296,60.854
4377.550,60.919
4377.804,60.934
4378.058,60.959
4378.312,61.140
4378.567,61.336
4378.821,61.065
4379.075,60.806
4379.329,60.833
4379.583,60.882
4379.838,60.987
4380.092,60.905
4380.346,60.827
4380.600,61.050
4380.854,61.169
4381.109,61.237
4381.363,61.177
4381.617,61.050
4381.871,60.870
4382.125,61.029
4382.380,61.047
4382.634,60.785
4382.888,60.661
4383.142,60.863
4383.396,61.208
4383.651,61.199
4383.905,61.106
4384.159,61.057
4384.413,60.943
4384.667,60.708
4384.922,60.664
4385.176,60.850
4385.430,61.064
4385.684,61.082
4385.938,60.972
4386.193,60.955
4386.447,61.019
4386.701,60.921
4386.955,60.923
4387.209,60.947
4387.464,60.953
4387.718,60.973
4387.972,60.944
4388.226,60.924
4388.480,60.980
4388.735,61.096
4388.989,61.184
4389.243,61.072
4389.497,60.888
4389.751,60.936
4390.006,61.006
4390.260,60.875
4390.514,60.890
4390.768,61.179
4391.022,61.179
4391.276,61.157
4391.531,61.006
4391.785,60.831
4392.039,60.931
4392.293,60.972
4392.547,60.858
4392.802,60.913
4393.056,60.881
4393.310,60.897
4393.564,60.957
4393.818,60.934
4394.073,61.068
4394.327,61.135
4394.581,61.218
4394.835,61.042
4395.089,60.851
4395.344,60.908
4395.598,60.995
4395.852,61.048
4396.106,61.051
4396.360,61.020
4396.615,60.931
4396.869,60.844
4397.123,61.017
4397.377,61.063
4397.631,60.938
4397.886,60.904
4398.140,61.013
4398.394,60.994
4398.648,60.971
4398.902,61.067
4399.157,60.869
4399.411,60.669
4399.665,60.952
4399.919,61.326
4400.173,61.173
4400.428,60.860
4400.682,60.878
4400.936,60.842
4401.190,60.797
4401.444,60.974
4401.699,61.017
4401.953,61.074
4402.207,61.026
4402.461,60.991
4402.715,60.826
4402.970,60.701
4403.224,60.832
4403.478,61.003
4403.732,60.988
4403.986,60.943
4404.241,60.864
4404.495,60.808
4404.749,60.894
4405.003,61.028
4405.257,61.027
4405.512,60.953
4405.766,60.995
4406.020,60.937
4406.274,60.743
4406.528,60.805
4406.783,60.937
4407.037,60.971
4407.291,61.002
4407.545,61.095
4407.799,61.034
4408.054,61.083
4408.308,60.987
4408.562,60.845
4408.816,61.060
4409.070,61.211
4409.325,61.084
4409.579,60.973
4409.833,60.992
4410.087,60.974
4410.341,60.951
4410.596,60.918
4410.850,60.801
4411.104,60.738
4411.358,60.796
4411.612,60.849
4411.867,60.812
4412.121,60.754
4412.375,60.784
4412.629,60.816
4412.883,60.774
4413.138,60.877
4413.392,60.901
4413.646,60.804
4413.900,60.838
4414.154,61.043
4414.409,60.967
4414.663,60.852
4414.917,60.953
4415.171,61.107
4415.425,61.132
4415.680,60.873
4415.934,60.712
4416.188,60.792
4416.442,60.732
4416.696,60.611
4416.951,60.674
4417.205,60.838
4417.459,61.018
4417.713,61.145
4417.967,60.943
4418.222,60.882
4418.476,60.912
4418.730,60.970
4418.984,60.918
4419.238,60.754
4419.493,60.894
4419.747,61.117
4420.001,61.069
4420.255,61.125
4420.509,60.999
4420.764,60.848
4421.018,60.784
4421.272,60.788
4421.526,60.909
4421.780,60.870
4422.035,60.985
4422.289,60.950
4422.543,60.834
4422.797,60.918
4423.051,60.977
4423.306,60.967
4423.560,60.842
4423.814,60.822
4424.068,60.717
4424.322,60.632
4424.577,60.717
4424.831,61.002
4425.085,60.871
4425.339,60.746
4425.593,61.002
4425.848,61.006
4426.102,60.954
4426.356,61.066
4426.610,60.943
4426.864,60.803
4427.119,60.893
4427.373,60.784
4427.627,60.744
4427.881,60.780
4428.135,60.834
4428.390,60.849
4428.644,60.741
4428.898,60.796
4429.152,61.115
4429.406,61.144
4429.661,60.890
4429.915,60.538
4430.169,60.640
4430.423,60.782
4430.677,61.073
4430.932,61.164
4431.186,60.958
4431.440,60.753
4431.694,60.883
4431.948,60.912
4432.203,60.680
4432.457,60.717
4432.711,60.852
4432.965,61.078
4433.219,61.014
4433.474,60.806
4433.728,60.738
4433.982,60.676
4434.236,60.831
4434.490,60.974
4434.745,60.814
4434.999,60.724
4435.253,60.840
4435.507,61.089
4435.761,60.961
4436.016,60.821
4436.270,60.762
4436.524,60.677
4436.778,60.772
4437.032,60.820
4437.287,60.884
4437.541,60.862
4437.795,60.902
4438.049,61.040
4438.303,61.036
4438.558,60.795
4438.812,60.599
4439.066,60.838
4439.320,60.784
4439.574,60.531
4439.829,60.481
4440.083,60.694
4440.337,60.681
4440.591,60.641
4440.845,60.823
4441.100,61.069
4441.354,60.991
4441.608,60.793
4441.862,60.792
4442.116,60.801
4442.371,60.745
4442.625,60.694
4442.879,60.780
4443.133,60.872
4443.387,60.886
4443.642,60.941
4443.896,60.998
4444.150,60.854
4444.404,60.551
4444.658,60.565
4444.913,60.667
4445.167,60.741
4445.421,60.552
4445.675,60.639
4445.929,60.801
4446.184,60.998
4446.438,61.121
4446.692,60.911
4446.946,60.689
4447.200,60.708
4447.455,60.887
4447.709,60.880
4447.963,60.837
4448.217,60.926
4448.471,61.193
4448.726,61.081
4448.980,60.921
4449.234,60.977
4449.488,60.853
4449.742,60.772
4449.997,60.811
4450.251,60.816
4450.505,60.771
4450.759,60.855
4451.013,60.715
4451.268,60.821
4451.522,60.896
4451.776,60.795
4452.030,60.690
4452.284,60.687
4452.539,60.889
4452.793,60.966
4453.047,60.759
4453.301,60.550
4453.555,60.569
4453.810,60.699
4454.064,60.781
4454.318,60.729
4454.572,60.677
4454.826,60.721
4455.081,60.802
4455.335,60.912
4455.589,60.888
4455.843,60.809
4456.097,60.671
4456.352,60.812
4456.606,61.050
4456.860,60.974
4457.114,60.817
4457.368,60.984
4457.623,60.899
4457.877,60.785
4458.131,60.693
4458.385,60.725
4458.639,60.737
4458.894,60.728
4459.148,60.980
4459.402,61.116
4459.656,60.923
4459.910,60.810
4460.165,60.753
4460.419,60.787
4460.673,60.844
4460.927,61.063
4461.181,61.162
4461.435,60.845
4461.690,60.738
4461.944,60.744
4462.198,60.642
4462.452,60.837
4462.706,60.867
4462.961,60.689
4463.215,60.778
4463.469,60.840
4463.723,60.777
4463.977,60.938
4464.232,60.936
4464.486,60.749
4464.740,60.607
4464.994,60.583
4465.248,60.748
4465.503,61.027
4465.757,60.841
4466.011,60.755
4466.265,60.787
4466.519,60.892
4466.774,60.735
4467.028,60.584
4467.282,60.809
4467.536,61.040
4467.790,60.967
4468.045,61.003
4468.299,61.101
4468.553,60.872
4468.807,60.748
4469.061,60.617
4469.316,60.515
4469.570,60.741
4469.824,61.032
4470.078,60.944
4470.332,60.681
4470.587,60.616
4470.841,60.622
4471.095,60.777
4471.349,61.065
4471.603,61.013
4471.858,60.736
4472.112,60.895
4472.366,60.926
4472.620,61.024
4472.874,60.881
4473.129,60.576
4473.383,60.568
4473.637,60.734
4473.891,60.815
4474.145,60.849
4474.400,60.842
4474.654,60.833
4474.908,60.687
4475.162,60.692
4475.416,60.871
4475.671,61.014
4475.925,60.907
4476.179,60.683
4476.433,60.571
4476.687,60.523
4476.942,60.736
4477.196,60.652
4477.450,60.452
4477.704,60.498
4477.958,60.765
4478.213,60.846
4478.467,60.863
4478.721,61.055
4478.975,60.883
4479.229,60.590
4479.484,60.661
4479.738,60.794
4479.992,60.750
4480.246,60.816
4480.500,60.944
4480.755,60.884
4481.009,60.821
4481.263,60.834
4481.517,60.551
4481.771,60.593
4482.026,60.785
4482.280,60.874
4482.534,60.749
4482.788,60.668
4483.042,60.493
4483.297,60.579
4483.551,60.690
4483.805,60.778
4484.059,60.542
4484.313,60.351
4484.568,60.490
4484.822,60.529
4485.076,60.651
4485.330,60.675
4485.584,60.687
4485.839,60.861
4486.093,60.845
4486.347,60.930
4486.601,60.881
4486.855,60.684
4487.110,60.580
4487.364,60.595
4487.618,60.873
4487.872,61.156
4488.126,61.122
4488.381,60.775
4488.635,60.633
4488.889,60.923
4489.143,61.201
4489.397,60.911
4489.652,60.828
4489.906,61.005
4490.160,60.965
4490.414,60.946
4490.668,60.909
4490.923,60.900
4491.177,60.873
4491.431,60.912
4491.685,60.982
4491.939,61.003
4492.194,60.853
4492.448,60.878
4492.702,60.711
4492.956,60.449
4493.210,60.690
4493.465,61.021
4493.719,61.089
4493.973,61.093
4494.227,61.011
4494.481,61.038
4494.736,60.999
4494.990,60.837
4495.244,60.720
4495.498,60.832
4495.752,60.951
4496.007,61.043
4496.261,60.899
4496.515,60.838
4496.769,60.780
4497.023,60.824
4497.278,60.736
4497.532,60.816
4497.786,60.836
4498.040,60.673
4498.294,60.778
4498.549,61.044
4498.803,61.054
4499.057,60.879
4499.311,60.559
4499.565,60.501
4499.820,60.691
4500.074,60.525
4500.328,60.447
4500.582,60.673
4500.836,60.732
4501.091,60.694
4501.345,60.677
4501.599,60.644
4501.853,60.794
4502.107,60.853
4502.362,60.992
4502.616,60.903
4502.870,60.505
4503.124,60.493
4503.378,60.714
4503.633,60.898
4503.887,60.706
4504.141,60.673
4504.395,60.551
4504.649,60.648
4504.904,60.841
4505.158,60.915
4505.412,60.822
4505.666,60.991
4505.920,61.202
4506.175,61.050
4506.429,60.800
4506.683,60.861
4506.937,60.920
4507.191,60.849
4507.446,60.804
4507.700,60.879
4507.954,60.767
4508.208,60.675
4508.462,60.831
4508.717,60.870
4508.971,60.780
4509.225,60.792
4509.479,60.931
4509.733,61.041
4509.988,60.621
4510.242,60.776
4510.496,61.015
4510.750,61.003
4511.004,60.852
4511.259,60.737
4511.513,60.625
4511.767,60.668
4512.021,60.785
4512.275,61.002
4512.530,60.898
4512.784,60.542
4513.038,60.386
4513.292,60.488
4513.546,60.768
4513.801,60.888
4514.055,60.964
4514.309,60.987
4514.563,60.777
4514.817,60.630
4515.072,60.615
4515.326,60.710
4515.580,60.784
4515.834,60.626
4516.088,60.800
4516.343,60.847
4516.597,60.727
4516.851,60.822
4517.105,60.867
4517.359,60.922
4517.614,60.944
4517.868,60.698
4518.122,60.575
4518.376,60.773
4518.630,60.862
4518.885,60.889
4519.139,60.884
4519.393,60.904
4519.647,60.706
4519.901,60.505
4520.156,60.624
4520.410,60.826
4520.664,60.919
4520.918,60.701
4521.172,60.729
4521.427,60.911
4521.681,60.744
4521.935,60.725
4522.189,60.791
4522.443,60.809
4522.698,60.740
4522.952,60.630
4523.206,60.682
4523.460,60.688
4523.714,60.737
4523.969,60.852
4524.223,60.858
4524.477,60.732
4524.731,60.590
4524.985,60.573
4525.240,60.636
4525.494,60.913
4525.748,60.959
4526.002,60.889
4526.256,60.655
4526.511,60.474
4526.765,60.740
4527.019,61.133
4527.273,60.947
4527.527,60.625
4527.782,60.424
4528.036,60.591
4528.290,60.974
4528.544,60.854
4528.798,60.825
4529.053,61.080
4529.307,61.055
4529.561,60.814
4529.815,60.699
4530.069,60.764
4530.324,60.806
4530.578,60.778
4530.832,60.604
4531.086,60.735
4531.340,60.771
4531.594,60.819
4531.849,60.841
4532.103,60.709
4532.357,60.587
4532.611,60.877
4532.865,60.888
4533.120,60.661
4533.374,60.628
4533.628,60.760
4533.882,60.832
4534.136,60.793
4534.391,60.798
4534.645,60.844
4534.899,60.866
4535.153,60.915
4535.407,60.767
4535.662,60.587
4535.916,60.501
4536.170,60.797
4536.424,60.946
4536.678,61.014
4536.933,61.096
4537.187,61.037
4537.441,60.791
4537.695,60.640
4537.949,60.657
4538.204,60.597
4538.458,60.793
4538.712,61.043
4538.966,60.959
4539.220,60.986
4539.475,60.809
4539.729,60.473
4539.983,60.439
4540.237,60.451
4540.491,60.516
4540.746,60.525
4541.000,60.627
4541.254,60.660
4541.508,60.726
4541.762,60.665
4542.017,60.899
4542.271,60.984
4542.525,60.819
4542.779,60.677
4543.033,60.787
4543.288,60.640
4543.542,60.446
4543.796,60.615
4544.050,60.911
4544.304,60.856
4544.559,60.888
4544.813,60.817
4545.067,60.490
4545.321,60.639
4545.575,60.756
4545.830,60.849
4546.084,60.652
4546.338,60.592
4546.592,60.708
4546.846,60.841
4547.101,60.838
4547.355,60.698
4547.609,60.756
4547.863,60.695
4548.117,60.514
4548.372,60.724
4548.626,60.882
4548.880,60.791
4549.134,60.944
4549.388,61.009
4549.643,60.871
4549.897,60.769
4550.151,60.864
4550.405,60.730
4550.659,60.559
4550.914,60.660
4551.168,60.521
4551.422,60.330
4551.676,60.297
4551.930,60.677
4552.185,60.995
4552.439,61.036
4552.693,60.853
4552.947,61.054
4553.201,61.025
4553.456,60.774
4553.710,60.485
4553.964,60.490
4554.218,60.620
4554.472,60.720
4554.727,60.693
4554.981,60.697
4555.235,60.770
4555.489,60.800
4555.743,60.697
4555.998,60.565
4556.252,60.259
4556.506,60.610
4556.760,60.935
4557.014,60.964
4557.269,60.651
4557.523,60.614
4557.777,60.512
4558.031,60.548
4558.285,60.873
4558.540,60.836
4558.794,60.630
4559.048,60.649
4559.302,60.652
4559.556,60.752
4559.811,60.833
4560.065,60.741
4560.319,60.682
4560.573,60.577
4560.827,60.504
4561.082,60.692
4561.336,60.762
4561.590,60.769
4561.844,60.938
4562.098,61.104
4562.353,61.052
4562.607,60.914
4562.861,60.708
4563.115,60.602
4563.369,60.713
4563.624,60.652
4563.878,60.471
4564.132,60.650
4564.386,60.729
4564.640,60.764
4564.895,60.820
4565.149,60.756
4565.403,60.587
4565.657,60.817
4565.911,61.220
4566.166,60.909
4566.420,60.532
4566.674,60.538
4566.928,60.612
4567.182,60.540
4567.437,60.465
4567.691,60.546
4567.945,60.966
4568.199,60.729
4568.453,60.327
4568.708,60.551
4568.962,60.651
4569.216,60.639
4569.470,60.741
4569.724,60.939
4569.979,60.960
4570.233,61.012
4570.487,60.800
4570.741,60.637
4570.995,60.719
4571.250,60.584
4571.504,60.581
4571.758,60.726
4572.012,60.658
4572.266,60.657
4572.521,60.493
4572.775,60.614
4573.029,60.741
4573.283,60.689
4573.537,60.545
4573.792,60.541
4574.046,60.449
4574.300,60.352
4574.554,60.481
4574.808,60.710
4575.063,60.919
4575.317,60.953
4575.571,60.863
4575.825,60.649
4576.079,60.521
4576.334,60.629
4576.588,60.758
4576.842,60.834
4577.096,60.861
4577.350,60.853
4577.605,60.936
4577.859,60.949
4578.113,60.755
4578.367,60.700
4578.621,60.699
4578.876,60.761
4579.130,60.909
4579.384,61.009
4579.638,60.934
4579.892,60.952
4580.147,60.997
4580.401,60.944
4580.655,60.792
4580.909,60.699
4581.163,60.861
4581.418,61.047
4581.672,60.959
4581.926,60.934
4582.180,60.862
4582.434,60.597
4582.689,60.313
4582.943,60.450
4583.197,60.672
4583.451,60.972
4583.705,61.037
4583.960,60.768
4584.214,60.613
4584.468,60.829
4584.722,61.084
4584.976,61.113
4585.231,60.948
4585.485,60.771
4585.739,60.891
4585.993,61.043
4586.247,60.959
4586.502,60.840
4586.756,60.753
4587.010,60.643
4587.264,60.529
4587.518,60.550
4587.773,60.590
4588.027,60.643
4588.281,60.702
4588.535,60.724
4588.789,60.711
4589.044,60.598
4589.298,60.706
4589.552,60.782
4589.806,60.928
4590.060,60.918
4590.315,60.671
4590.569,60.645
4590.823,60.676
4591.077,60.801
4591.331,60.697
4591.586,60.818
4591.840,60.843
4592.094,60.782
4592.348,61.068
4592.602,61.093
4592.857,60.659
4593.111,60.551
4593.365,60.610
4593.619,60.543
4593.873,60.630
4594.128,61.077
4594.382,61.021
4594.636,60.901
4594.890,60.852
4595.144,60.884
4595.399,60.974
4595.653,61.015
4595.907,60.835
4596.161,60.843
4596.415,60.805
4596.670,60.915
4596.924,60.978
4597.178,60.915
4597.432,60.908
4597.686,60.948
4597.941,60.827
4598.195,60.831
4598.449,60.899
4598.703,60.957
4598.957,60.787
4599.212,60.612
4599.466,60.431
4599.720,60.325
4599.974,60.594
4600.228,60.966
4600.483,61.044
4600.737,60.870
4600.991,60.649
4601.245,60.741
4601.499,60.807
4601.753,60.675
4602.008,60.609
4602.262,60.652
4602.516,60.682
4602.770,60.873
4603.024,61.076
4603.279,60.992
4603.533,60.927
4603.787,60.950
4604.041,60.933
4604.295,61.029
4604.550,60.974
4604.804,60.833
4605.058,60.881
4605.312,60.973
4605.566,61.032
4605.821,61.109
4606.075,60.762
4606.329,60.545
4606.583,60.802
4606.837,60.930
4607.092,60.768
4607.346,60.757
4607.600,60.724
4607.854,60.831
4608.108,60.803
4608.363,60.844
4608.617,60.800
4608.871,60.740
4609.125,60.730
4609.379,60.921
4609.634,61.040
4609.888,60.961
4610.142,60.986
4610.396,60.912
4610.650,60.859
4610.905,60.984
4611.159,61.248
4611.413,61.176
4611.667,60.954
4611.921,60.932
4612.176,60.737
4612.430,60.363
4612.684,60.604
4612.938,60.980
4613.192,60.838
4613.447,60.839
4613.701,60.924
4613.955,60.748
4614.209,60.669
4614.463,60.986
4614.718,61.107
4614.972,61.079
4615.226,61.030
4615.480,61.079
4615.734,60.730
4615.989,60.560
4616.243,60.657
4616.497,60.936
4616.751,61.002
4617.005,60.916
4617.260,60.751
4617.514,60.581
4617.768,60.696
4618.022,61.088
4618.276,60.918
4618.531,60.794
4618.785,60.782
4619.039,60.909
4619.293,60.936
4619.547,60.765
4619.802,60.826
4620.056,60.693
4620.310,60.529
4620.564,60.556
4620.818,60.675
4621.073,60.563
4621.327,60.732
4621.581,60.839
4621.835,60.736
4622.089,60.621
4622.344,60.914
4622.598,61.043
4622.852,60.654
4623.106,60.583
4623.360,60.671
4623.615,60.641
4623.869,60.917
4624.123,61.170
4624.377,61.015
4624.631,60.944
4624.886,60.813
4625.140,60.553
4625.394,60.697
4625.648,61.063
4625.902,61.156
4626.157,61.188
4626.411,60.996
4626.665,60.747
4626.919,60.864
4627.173,60.889
4627.428,60.808
4627.682,60.779
4627.936,60.680
4628.190,60.827
4628.444,60.877
4628.699,60.900
4628.953,60.824
4629.207,60.784
4629.461,60.802
4629.715,60.810
4629.970,60.603
4630.224,60.708
4630.478,60.877
4630.732,61.093
4630.986,61.272
4631.241,61.203
4631.495,61.072
4631.749,61.230
4632.003,61.279
4632.257,60.990
4632.512,60.722
4632.766,60.771
4633.020,60.841
4633.274,60.858
4633.528,60.907
4633.783,61.003
4634.037,61.145
4634.291,61.048
4634.545,61.002
